title,haiku,path
DIRECTOR OF CONSUMER INFORMATI,"The commissioner
as needed for press and or
social media","['the', 'commissioner', 'i++', 'as', 'needed', 'for', 'press', 'and', 'or', 'i++', 'social', 'media', 'i++']"
CASHIER,"All cashiers and cross
training of new cashiers and
cross training of staff","['all', 'cashiers', 'and', 'cross', 'i++', 'training', 'of', 'staff', '-staff', 'new', 'cashiers', 'and', 'i++', 'cross', 'training', 'of', 'staff', 'i++']"
CASHIER,"Ensure customer
satisfaction and safeguard
company assets","['ensure', 'customer', 'i++', 'satisfaction', 'and', 'safeguard', 'i++', 'company', 'assets', 'i++']"
CASHIER,"Other transactions
include processing payments
received in the mail","['other', 'payment', '-payment', 'transactions', 'i++', 'include', 'processing', 'payments', 'i++', 'received', 'in', 'the', 'mail', 'i++']"
CASHIER,"Must be currently
serving as a permanent
cashier to apply","['must', 'be', 'currently', 'i++', 'serving', 'as', 'a', 'permanent', 'i++', 'cashier', 'to', 'apply', 'i++']"
SPECIAL COMMISSIONER OF INVEST,"The new york state and
city employees vendors
with city contracts","['the', 'new', 'york', 'state', 'and', 'i++', 'city', 'law', 'enforcement', 'or', 'i++', 'i--', '-or', '-enforcement', '-law', 'employees', 'vendors', 'i++', 'with', 'city', 'contracts', 'i++']"
ASSISTANT COMMISSIONER (DCAS),"Ensure optimal
real estate leasing and lease
negotiation","['ensure', 'that', '-that', 'optimal', 'i++', 'real', 'estate', 'services', 'will', 'i++', 'report', '-report', 'i--', '-will', 'res', 'i++', 'line', 'of', 'service', '-service', '-of', '-line', 'i--', '-res', '-services', 'initiatives', 'i++', 'planning', 'and', '-and', '-planning', 'i--', '-initiatives', 'leasing', 'and', 'lease', 'i++', 'negotiation', 'i++']"
ASSISTANT COMMISSIONER (DCAS),"The first assistant
commissioner fac for real
estate industry","['the', 'first', 'assistant', 'i++', 'commissioner', 'fac', 'for', 'real', 'i++', 'estate', 'brokers', '-brokers', 'costs', 'the', '-the', '-costs', 'industry', 'i++']"
ASSISTANT COMMISSIONER (DCAS),"Communication
with external real estate
related contracts","['communication', 'i++', 'with', 'external', 'real', 'estate', 'i++', 'leasing', 'and', 'lease', '-lease', '-and', '-leasing', 'related', 'contracts', 'i++']"
ASSISTANT COMMISSIONER (DCAS),"Communicating
with lines of service of the
city of new york","['communicating', 'i++', 'with', 'lines', 'of', 'service', 'of', 'the', 'i++', 'commissioner', '-commissioner', 'city', 'of', 'new', 'york', 'i++']"
ASSISTANT COMMISSIONER (DCAS),"Strong understanding
of real estate leasing and
lease terminations","['strong', 'understanding', 'i++', 'of', 'real', 'estate', 'leasing', 'and', 'i++', 'lease', 'terminations', 'i++']"
IT PROJECT SPECIALIST,"Assist with user
acceptance testing and test
automation scripts","['assist', 'the', 'support', 'i++', 'team', 'in', 'application', '-application', '-in', '-team', 'i--', '-support', '-the', 'with', 'user', 'i++', 'acceptance', 'testing', 'and', 'test', 'i++', 'automation', 'scripts', 'i++']"
IT PROJECT SPECIALIST,"Microsoft project
excel and or other test
management system","['microsoft', 'project', 'i++', 'excel', 'and', 'or', 'other', 'test', 'i++', 'management', 'system', 'i++']"
IT PROJECT SPECIALIST,"Assist with user
acceptance testing and test
management system","['assist', 'the', 'support', 'i++', 'team', 'in', 'application', '-application', '-in', '-team', 'i--', '-support', '-the', 'with', 'user', 'i++', 'acceptance', 'testing', 'and', 'test', 'i++', 'management', 'system', 'i++']"
IT PROJECT SPECIALIST,"Microsoft project
excel and or ms access
files etc","['microsoft', 'project', 'i++', 'excel', 'and', 'or', 'contribute', 'i++', 'in', 'the', 'private', '-private', 'design', '-design', '-the', '-in', 'i--', '-contribute', 'ms', 'access', 'i++', 'to', 'prepare', 'and', '-and', '-prepare', '-to', 'files', 'etc', 'i++']"
FAMILY PUB HEALTH NURSE (HMH),"A new york city
department of health and life
course development","['a', 'registered', '-registered', 'new', 'york', 'city', 'i++', 'department', 'of', 'health', 'and', 'life', 'i++', 'course', 'development', 'i++']"
FAMILY PUB HEALTH NURSE (HMH),"Link women and their
families that promotes trust
and problem solving","['link', 'women', 'and', 'their', 'i++', 'families', 'that', 'promotes', 'trust', 'i++', 'and', 'problem', 'solving', 'i++']"
DIETITIAN,"The dietary
service for compliance with
accepted standards","['the', 'dietary', 'i++', 'service', 'for', 'compliance', 'with', 'i++', 'accepted', 'standards', 'i++']"
DIETITIAN,"Inspects assigned food
service for compliance with
accepted standards","['inspects', 'assigned', 'food', 'i++', 'service', 'for', 'compliance', 'with', 'i++', 'prescribed', '-prescribed', 'accepted', 'standards', 'i++']"
DIRECTOR OF PUBLIC INFORMATION,"The strategic growth
and development of land
use applications","['the', 'strategic', 'growth', 'i++', 'and', 'development', 'of', 'land', 'i++', 'use', 'applications', 'i++']"
DIRECTOR OF PUBLIC INFORMATION,"The effectiveness
and work environment for
the strategic growth","['the', 'city', 'planning', 'i++', 'commission', 'in', 'its', '-its', '-in', '-commission', 'steering', 'all', 'public', '-public', '-all', '-steering', 'i--', '-planning', '-city', 'effectiveness', 'i++', 'and', 'work', 'environment', 'for', 'i++', 'the', 'strategic', 'growth', 'i++']"
DIRECTOR OF PUBLIC INFORMATION,"The strategic growth
and community needs with
sister agencies","['the', 'strategic', 'growth', 'i++', 'and', 'community', 'needs', 'with', 'i++', 'sister', 'agencies', 'i++']"
ASSISTANT COMMISSIONER (DEP),"The most amazing
city in the region on
a daily basis","['the', 'bureau', 'of', '-of', 'is', '-is', '-bureau', 'most', 'amazing', 'i++', 'city', 'in', 'the', 'region', 'on', 'i++', 'a', 'daily', 'basis', 'i++']"
ASSISTANT COMMISSIONER (DEP),"Provide vision and
management necessary
for the next ten years","['provide', 'vision', 'and', 'i++', 'management', 'to', 'analyze', 'i++', 'processes', 'track', '-track', '-processes', 'i--', '-analyze', 'ensure', 'that', 'i++', 'capital', '-capital', 'i--', '-that', 'the', 'i++', 'utility', '-utility', 'i--', '-the', '-ensure', 'analyze', 'i++', 'processes', 'track', '-track', '-processes', 'i--', '-analyze', 'ensure', 'that', 'i++', 'capital', '-capital', 'i--', '-that', '-ensure', '-to', 'necessary', 'i++', 'for', 'the', 'next', 'ten', 'years', 'i++']"
ASSISTANT COMMISSIONER (DEP),"In the bureau of
wastewater treatment plants and
collection systems","['in', 'the', 'bureau', 'of', 'i++', 'wastewater', 'treatment', 'and', '-and', 'plants', 'and', 'i++', 'collection', 'systems', 'i++']"
COMPUTER SPECIALIST (OPERATION,"Create and close work
orders in accordance with
established standards","['create', 'usage', '-usage', 'and', 'close', 'work', 'i++', 'orders', 'in', 'accordance', 'with', 'i++', 'electronic', '-electronic', 'i--', '-with', '-accordance', '-in', '-orders', 'i--', '-work', '-close', 'maintain', 'i++', 'computer', 'and', 'user', 'group', 'i++', 'memberships', 'and', '-and', '-memberships', 'i--', '-group', '-user', '-and', '-computer', 'i--', '-maintain', 'close', 'work', 'i++', 'orders', 'in', 'accordance', 'with', 'i++', 'established', 'standards', 'i++']"
COMPUTER SPECIALIST (OPERATION,"Communicate and
express technical issues
in a clear manner","['communicate', 'and', 'i++', 'express', 'technical', 'issues', 'i++', 'in', 'a', 'timely', '-timely', 'clear', 'manner', 'i++']"
COMPUTER SPECIALIST (OPERATION,"Certified systems
administrator red hat
certified systems","['certified', 'systems', 'i++', 'administrator', 'red', 'hat', 'i++', 'linux', 'and', '-and', 'servers', '-servers', '-linux', 'certified', 'systems', 'i++']"
COMPUTER SPECIALIST (OPERATION,"Bit is seeking a
senior data analyst
will be required","['bit', 'is', 'seeking', 'a', 'i++', 'senior', 'data', 'analyst', 'i++', 'will', 'be', 'given', '-given', 'required', 'i++']"
COMPUTER SPECIALIST (OPERATION,"The dangers of this
position will also field
calls and incidents","['the', 'dangers', 'of', 'this', 'i++', 'position', 'will', 'also', 'field', 'i++', 'calls', 'and', 'incidents', 'i++']"
COMPUTER SPECIALIST (OPERATION,"Microsoft windows
operating systems and
their utilities","['microsoft', 'windows', 'i++', 'operating', 'systems', 'and', 'i++', 'their', 'utilities', 'i++']"
COMPUTER SPECIALIST (OPERATION,"Record maintenance
of large scale it systems and
their utilities","['record', 'maintenance', 'i++', 'of', 'large', 'scale', 'it', 'systems', 'and', 'i++', 'their', 'utilities', 'i++']"
COMPUTER SPECIALIST (OPERATION,"The business and it
on the development and
implementation","['the', 'desktop', '-desktop', 'business', 'and', 'it', 'i++', 'on', 'the', 'development', 'teams', 'i++', 'to', 'provide', 'the', '-the', '-provide', 'determine', '-determine', '-to', 'have', 'proper', '-proper', '-have', 'i--', '-teams', 'and', 'i++', 'deployment', 'of', '-of', '-deployment', 'i--', '-and', 'teams', 'i++', 'to', 'provide', 'the', '-the', '-provide', '-to', 'i--', '-teams', 'and', 'i++', 'implementation', 'i++']"
ASSISTANT ARCHITECT,"The design phase for
projects that may have complex
site and or review","['the', 'design', 'progress', 'i++', 'i--', '-progress', 'phase', 'for', 'i++', 'projects', 'that', 'may', 'have', 'complex', 'i++', 'site', 'and', 'or', 'review', 'i++']"
ASSISTANT ARCHITECT,"The resolution
of complex issues during
the design progress","['the', 'construction', 'or', 'i++', 'substantial', '-substantial', 'i--', '-or', '-construction', 'resolution', 'i++', 'of', 'complex', 'issues', 'during', 'i++', 'the', 'design', 'progress', 'i++']"
ASSISTANT ARCHITECT,"The bureau of new
york may be required for
certain assignments","['the', 'bureau', 'of', 'new', 'i++', 'york', 'city', 'building', 'and', 'land', 'i++', 'development', '-development', 'i--', '-land', '-and', '-building', '-city', 'may', 'be', 'required', 'for', 'i++', 'certain', 'assignments', 'i++']"
ASSISTANT ARCHITECT,"Ability to
work in the designation
of project awards","['ability', 'to', 'i++', 'work', 'in', 'a', '-a', 'the', 'designation', 'i++', 'of', 'project', 'awards', 'i++']"
ASSISTANT ARCHITECT,"Provide assistance
to and coordinate work
with the director","['provide', 'assistance', 'i++', 'to', 'and', 'coordinate', 'work', 'i++', 'with', 'the', 'director', 'i++']"
ASSISTANT ARCHITECT,"Experience with
new york city government
and housing issues","['experience', 'with', 'i++', 'urban', 'planning', 'and', 'or', '-or', '-and', '-planning', '-urban', 'i--', '-with', 'in', 'i++', 'construction', 'and', 'construction', 'i++', 'of', 'premises', '-premises', '-of', 'i--', '-construction', '-and', '-construction', 'i--', '-in', 'with', 'i++', 'new', 'york', 'city', 'building', 'and', 'i++', 'construction', 'codes', '-codes', '-construction', 'i--', '-and', '-building', 'government', 'i++', 'and', 'housing', 'issues', 'i++']"
DISTRICT SUPERVISOR (WATER & S,"Surveys and reports
on water supply sewage
and drainage systems","['surveys', 'and', 'reports', 'i++', 'on', 'water', 'supply', 'sewage', 'i++', 'and', 'drainage', 'systems', 'i++']"
SUPERVISOR (WATERSHED MAINTENA,"Work closely with the
operational status
of the division","['work', 'orders', 'are', '-are', 'and', '-and', '-orders', 'closely', 'with', 'the', 'i++', 'trunk', 'main', 'network', 'and', 'for', '-for', '-and', '-network', '-main', '-trunk', 'operational', 'status', 'i++', 'of', 'the', 'division', 'i++']"
SUPERVISOR (WATERSHED MAINTENA,"The distribution
section is responsible
for the division","['the', 'distribution', 'i++', 'system', '-system', 'section', 'is', 'responsible', 'i++', 'for', 'the', 'division', 'i++']"
SUPERVISOR (WATERSHED MAINTENA,"Prepares reports as
needed for the duration
of their employment","['prepares', 'and', '-and', 'reports', 'as', 'i++', 'needed', 'for', 'the', 'duration', 'i++', 'of', 'their', 'employment', 'i++']"
SUPERVISOR (WATERSHED MAINTENA,"This license must be
maintained for the duration
of their employment","['this', 'position', 'is', 'i++', 'open', 'to', 'qualified', '-qualified', '-to', '-open', 'also', 'open', 'to', '-to', '-open', '-also', 'i--', '-is', '-position', 'license', 'must', 'be', 'i++', 'maintained', 'for', 'the', 'division', 'i++', 'and', 'documents', '-documents', '-and', 'i--', '-division', 'duration', 'i++', 'of', 'their', 'employment', 'i++']"
CLAIM SPECIALIST,"Creates internal
and works with externally
created spreadsheets","['creates', 'internal', 'i++', 'and', 'works', 'with', 'large', '-large', 'externally', 'i++', 'created', 'spreadsheets', 'i++']"
CLAIM SPECIALIST,"Assembles data
from spreadsheets databases
and applications","['assembles', 'data', 'i++', 'from', 'spreadsheets', 'databases', 'i++', 'and', 'applications', 'i++']"
CLAIM SPECIALIST,"Assembles data
from spreadsheets databases
and law manager","['assembles', 'data', 'i++', 'from', 'spreadsheets', 'databases', 'i++', 'and', 'law', 'manager', 'i++']"
ELECTRICIAN (AUTOMOBILE),"Maintains records and
inventories of supplies
and materials","['maintains', 'records', 'and', 'i++', 'inventories', 'of', 'supplies', 'i++', 'and', 'materials', 'i++']"
SUPERVISING PUBLIC HEALTH ADVI,"Education to
the mothers and conducting
case management work","['education', 'to', 'i++', 'the', 'mothers', 'and', 'conducting', 'i++', 'case', 'management', 'work', 'i++']"
SUPERVISING PUBLIC HEALTH ADVI,"Experience in
disease surveillance and case
reviews with field staff","['experience', 'in', 'i++', 'disease', 'surveillance', 'and', 'case', 'i++', 'reviews', 'with', 'field', 'staff', 'i++']"
SUPERVISING PUBLIC HEALTH ADVI,"The supervising
public health advisor job
title position","['the', 'supervising', 'i++', 'public', 'health', 'advisor', 'will', 'i++', 'be', 'assigned', '-assigned', '-be', 'i--', '-will', 'staff', 'i++', 'in', 'terms', 'of', 'the', '-the', '-of', '-terms', '-in', 'i--', '-staff', 'will', 'i++', 'supervise', 'all', '-all', '-supervise', 'i--', '-will', 'job', 'i++', 'title', 'position', 'i++']"
SUPERVISING PUBLIC HEALTH ADVI,"Supervising and
may accompany staff in
the new york city","['supervising', 'and', 'i++', 'may', 'accompany', 'staff', 'in', 'i++', 'different', '-different', 'the', 'unit', 'is', '-is', '-unit', 'schools', 'for', '-for', '-schools', 'new', 'york', 'city', 'i++']"
SUPERVISING PUBLIC HEALTH ADVI,"Assign work to staff
to improve sexual health
of all new yorkers","['assign', 'work', 'to', 'staff', 'i++', 'to', 'ensure', 'that', 'case', '-case', '-that', '-ensure', 'improve', 'sexual', 'health', 'i++', 'of', 'all', 'new', 'yorkers', 'i++']"
SUPERVISING PUBLIC HEALTH ADVI,"The optometry
program and manager of
the three dose schedule","['the', 'health', 'of', 'over', 'i++', 'i--', '-over', 'all', 'new', 'i++', 'yorkers', 'with', '-with', '-yorkers', 'i--', '-new', '-all', 'over', 'i++', 'i--', '-over', '-of', '-health', 'optometry', 'i++', 'team', 'leaders', 'and', 'other', 'health', 'i++', 'care', 'providers', '-providers', '-care', 'i--', '-health', 'poor', 'i++', 'health', 'outcomes', '-outcomes', '-health', 'i--', '-poor', '-other', '-and', '-leaders', '-team', 'i--', '-optometry', 'performance', 'of', 'i++', 'public', 'health', 'advisors', 'in', 'i++', 'all', 'aspects', 'of', '-of', '-aspects', '-all', 'i--', '-in', '-advisors', '-health', '-public', 'i--', '-of', '-performance', 'optometry', 'i++', 'program', 'and', 'manager', 'of', 'i++', 'the', 'three', 'dose', 'schedule', 'i++']"
SUPERVISING PUBLIC HEALTH ADVI,"The field services
unit in the absence of
the three dose schedule","['the', 'field', 'services', 'i++', 'program', '-program', 'unit', 'in', 'the', 'absence', 'of', 'i++', 'the', 'three', 'dose', 'schedule', 'i++']"
SUPERVISING PUBLIC HEALTH ADVI,"Duties of the team
members through field visits and
case management work","['duties', 'of', 'the', 'team', 'i++', 'supervisor', 'for', 'this', '-this', '-for', '-supervisor', 'members', 'through', 'field', 'visits', 'and', 'i++', 'case', 'management', 'work', 'i++']"
SUPERVISING PUBLIC HEALTH ADVI,"Knowledge of the team
members through field visits and
case management work","['knowledge', 'of', 'the', 'team', 'i++', 'members', 'through', 'field', 'visits', 'and', 'i++', 'case', 'management', 'work', 'i++']"
ADMINISTRATIVE JOB OPPORTUNITY,"Ensure compliance
with mandated signage are
properly posted","['ensure', 'compliance', 'i++', 'with', 'mandated', 'signage', 'are', 'i++', 'properly', 'posted', 'i++']"
ADMINISTRATIVE JOB OPPORTUNITY,"The fair hearing win
rate of the agency by
ensuring that staff","['the', 'fair', 'hearing', 'win', 'i++', 'rate', 'of', 'the', 'case', 'management', 'i++', 'case', '-case', 'i--', '-management', '-case', 'agency', 'by', 'i++', 'ensuring', 'that', 'staff', 'i++']"
ADMINISTRATIVE JOB OPPORTUNITY,"And regulations
to prevent loss of funds in
a timely manner","['and', 'regulations', 'i++', 'to', 'prevent', 'loss', 'of', 'funds', 'in', 'i++', 'a', 'timely', 'manner', 'i++']"
ADMINISTRATIVE JOB OPPORTUNITY,"And oversee the
daily activities of
the case management","['and', 'oversee', 'the', 'i++', 'daily', 'activities', 'for', 'i++', 'submission', 'to', '-to', '-submission', 'i--', '-for', 'of', 'i++', 'the', 'case', 'management', 'i++']"
ADMINISTRATIVE JOB OPPORTUNITY,"And regulations
to prevent costly sanctions
and litigation","['and', 'regulations', 'i++', 'to', 'prevent', 'costly', 'sanctions', 'i++', 'and', 'litigation', 'i++']"
QUALITY ASSURANCE SPECIALIST (,"Performs tasks such as
inspecting vehicle and
equipment repairs","['performs', 'more', '-more', 'tasks', 'such', 'as', 'i++', 'inspecting', 'vehicle', 'and', 'i++', 'equipment', 'repairs', 'i++']"
PUBLIC HEALTH EDUCATOR,"Ability to
work independently and
as part of a team","['ability', 'to', 'i++', 'work', 'independently', 'and', 'i++', 'as', 'part', 'of', 'a', 'team', 'i++']"
PUBLIC HEALTH EDUCATOR,"The provider of
public health services in
the new york city","['the', 'provider', 'of', 'i++', 'public', 'health', 'services', 'for', 'i++', 'i--', '-for', 'health', 'i++', 'education', '-education', 'i--', '-health', 'in', 'i++', 'the', 'new', 'york', 'city', 'i++']"
PUBLIC HEALTH EDUCATOR,"Work related to
alcohol and substance use
among new yorkers","['work', 'related', 'to', 'i++', 'alcohol', 'and', 'substance', 'use', 'i++', 'among', 'new', 'yorkers', 'i++']"
PUBLIC HEALTH EDUCATOR,"The provider of
public health and substance use
among new yorkers","['the', 'provider', 'of', 'i++', 'public', 'health', 'education', 'i++', 'referral', 'for', '-for', '-referral', 'i--', '-education', 'and', 'substance', 'use', 'i++', 'among', 'new', 'yorkers', 'i++']"
HUMAN RIGHTS SPECIALIST (COMM,"Provide services
related to combating
bias incidents","['provide', 'services', 'i++', 'related', 'to', 'the', '-the', 'combating', 'i++', 'bias', 'incidents', 'i++']"
HUMAN RIGHTS SPECIALIST (COMM,"The new york city
human rights the commission
accepts claims filed by","['the', 'new', 'york', 'city', 'i++', 'human', 'rights', 'the', 'commission', 'i++', 'accepts', 'claims', 'filed', 'by', 'i++']"
HUMAN RIGHTS SPECIALIST (COMM,"Communities and
people with criminal or
arrest histories","['communities', 'and', 'i++', 'people', 'with', 'criminal', 'or', 'i++', 'arrest', 'histories', 'i++']"
HUMAN RIGHTS SPECIALIST (COMM,"The commission on
human rights the commission
accepts claims filed by","['the', 'commission', 'on', 'i++', 'human', 'rights', 'specialist', '-specialist', 'the', 'commission', 'i++', 'is', 'seeking', 'to', '-to', '-seeking', 'the', '-the', '-is', 'accepts', 'claims', 'filed', 'by', 'i++']"
HUMAN RIGHTS SPECIALIST (COMM,"Respond to members
of the following people
and communities","['respond', 'to', 'members', 'i++', 'of', 'the', 'following', 'people', 'i++', 'and', 'communities', 'i++']"
ADMINISTRATIVE BUSINESS PROMOT,"Ensure incentives
and other stakeholders to
advance policy","['ensure', 'incentives', 'i++', 'and', 'other', 'government', '-government', 'stakeholders', 'as', 'i++', 'directed', '-directed', 'i--', '-as', 'to', 'i++', 'advance', 'policy', 'i++']"
ADMINISTRATIVE BUSINESS PROMOT,"Experience with
at least two years in a fast
paced environment","['experience', 'with', 'i++', 'at', 'least', 'two', 'years', 'in', 'a', 'fast', 'i++', 'paced', 'environment', 'i++']"
ADMINISTRATIVE BUSINESS PROMOT,"Ensure that our
systems can scale to future
needs and the results","['ensure', 'that', 'our', 'i++', 'systems', 'can', 'scale', 'to', 'future', 'i++', 'needs', 'and', 'the', 'results', 'i++']"
ADMINISTRATIVE BUSINESS PROMOT,"Integrity of
services delivered is
central to this role","['integrity', 'of', 'i++', 'services', 'offered', 'by', 'the', 'i++', 'agency', 'on', '-on', '-agency', 'i--', '-the', '-by', '-offered', 'delivered', 'is', 'i++', 'central', 'to', 'this', 'role', 'i++']"
ADMINISTRATIVE BUSINESS PROMOT,"The city and state
commercial waste management
laws and policies","['the', 'city', 'and', 'state', 'i++', 'commercial', 'waste', 'management', 'i++', 'laws', 'and', 'policies', 'i++']"
ADMINISTRATIVE BUSINESS PROMOT,"The wider new york
city to start operate
and expand the skills","['the', 'wider', 'new', 'york', 'i++', 'city', 'to', 'start', 'operate', 'i++', 'and', 'expand', 'in', '-in', 'the', 'skills', 'i++']"
ADMINISTRATIVE BUSINESS PROMOT,"Ensure that new york
city to start operate
and expand the skills","['ensure', 'that', 'new', 'york', 'i++', 'city', 'maintaining', 'service', 'i++', 'quality', '-quality', 'i--', '-service', '-maintaining', 'to', 'start', 'operate', 'i++', 'and', 'expand', 'the', 'skills', 'i++']"
ADMINISTRATIVE BUSINESS PROMOT,"Direct assistance
to business owners in new
york and new yorkers","['direct', 'and', '-and', 'assistance', 'i++', 'to', 'business', 'owners', 'in', 'new', 'i++', 'york', 'city', 'and', '-and', '-city', 'in', 'meetings', '-meetings', '-in', 'city', 'and', '-and', '-city', '-york', 'i--', '-new', '-in', '-owners', 'needs', 'and', 'provide', 'i++', 'viable', '-viable', 'i--', '-provide', '-and', '-needs', 'owners', 'in', 'new', 'i++', 'york', 'and', 'new', 'yorkers', 'i++']"
ADMINISTRATIVE BUSINESS PROMOT,"Experience in
business development and
or philanthropy","['experience', 'in', 'i++', 'business', 'development', 'and', 'i++', 'recruitment', '-recruitment', 'or', 'philanthropy', 'i++']"
ADMINISTRATIVE CITY PLANNER,"Maintains official
application records the
city of new york","['maintains', 'official', 'i++', 'application', 'records', 'the', 'i++', 'city', 'planning', '-planning', 'of', 'new', 'york', 'i++']"
ADMINISTRATIVE CITY PLANNER,"The integration
of capital planning will
influence include","['the', 'deputy', '-deputy', 'integration', 'i++', 'of', 'capital', 'planning', 'and', 'i++', 'government', '-government', 'i--', '-and', 'will', 'i++', 'be', 'passionate', '-passionate', '-be', 'play', 'a', 'crucial', '-crucial', '-a', '-play', 'influence', 'include', 'i++']"
ADMINISTRATIVE CITY PLANNER,"The city planning
commission review sessions
and public meetings","['the', 'dynamics', 'of', 'i++', 'infrastructure', '-infrastructure', 'i--', '-of', '-dynamics', 'city', 'planning', 'i++', 'commission', 'review', 'sessions', 'i++', 'and', 'public', 'meetings', 'i++']"
ADMINISTRATIVE CITY PLANNER,"The outcomes that the
director will oversee
the land use matters","['the', 'use', 'of', 'current', 'i++', 'i--', '-current', 'the', 'land', 'i++', 'use', 'approval', 'process', 'for', 'i++', 'every', 'site', '-site', '-every', 'i--', '-for', '-process', 'processes', 'i++', 'necessary', '-necessary', 'i--', '-processes', '-approval', 'proposals', 'coming', '-coming', '-proposals', '-use', 'i--', '-land', '-the', '-of', '-use', 'outcomes', 'that', 'the', 'i++', 'director', 'of', 'capital', 'i++', 'planning', 'platform', '-platform', '-planning', 'i--', '-capital', '-of', 'will', 'oversee', 'i++', 'the', 'land', 'use', 'matters', 'i++']"
ADMINISTRATIVE CITY PLANNER,"The technical needs
of city planning and land
use and ownership","['the', 'proceedings', 'this', 'i++', 'position', 'requires', 'close', 'i++', 'i--', '-close', '-requires', '-position', 'i--', '-this', '-proceedings', 'technical', 'needs', 'i++', 'of', 'city', 'planning', 'and', 'land', 'i++', 'use', 'and', 'ownership', 'i++']"
ADMINISTRATIVE CITY PLANNER,"It provides guidance
on land use and enhancement
of the data maps","['it', 'provides', 'guidance', 'i++', 'on', 'land', 'use', 'management', '-management', 'review', 'conduct', 'i++', 'weekly', 'briefings', '-briefings', '-weekly', 'i--', '-conduct', '-review', 'and', 'enhancement', 'i++', 'of', 'the', 'data', 'maps', 'i++']"
ADMINISTRATIVE CITY PLANNER,"The outcomes that the
director of the data
maps analytics","['the', 'ideal', '-ideal', 'chairman', 'or', '-or', '-chairman', 'private', 'sector', 'i++', 'i--', '-sector', '-private', 'land', 'use', 'and', '-and', '-use', '-land', 'planning', 'unit', 'i++', 'provides', 'oversight', 'for', 'the', 'i++', 'following', '-following', 'i--', '-the', '-for', '-oversight', '-provides', 'i--', '-unit', '-planning', 'outcomes', 'that', 'the', 'i++', 'director', 'of', 'the', 'data', 'i++', 'maps', 'analytics', 'i++']"
ADMINISTRATIVE CITY PLANNER,"The development
of land use applications
through the agency","['the', 'development', 'i++', 'and', 'sustainable', '-sustainable', 'maximizing', '-maximizing', '-and', 'of', 'land', 'use', 'applications', 'i++', 'through', 'the', 'agency', 'i++']"
LABORATORY MICROBIOLOGIST,"The mission of the
new york city department
of health and wellness","['the', 'mission', 'of', 'the', 'i++', 'new', 'york', 'state', 'approved', 'methods', 'i++', 'and', 'will', '-will', 'techniques', 'as', '-as', '-techniques', 'will', '-will', '-and', 'i--', '-methods', '-approved', '-state', 'city', 'department', 'i++', 'of', 'health', 'and', 'wellness', 'i++']"
LABORATORY MICROBIOLOGIST,"The needs of the new
york state approved methods and
techniques as needed","['the', 'world', '-world', 'needs', 'of', 'the', 'new', 'i++', 'york', 'city', 'residents', 'by', 'i++', 'providing', '-providing', 'i--', '-by', 'and', 'i++', 'more', 'than', '-than', '-more', 'i--', '-and', '-residents', '-city', 'state', 'education', 'law', 'i++', 'effective', '-effective', 'i--', '-law', '-education', 'approved', 'methods', 'and', 'i++', 'techniques', 'as', 'needed', 'i++']"
STRATEGIC INITIATIVE SPECIALIS,"Enforcement of space
standards in office design
and project updates","['enforcement', 'of', 'space', 'i++', 'standards', 'in', 'office', 'design', 'i++', 'and', 'project', 'updates', 'i++']"
STRATEGIC INITIATIVE SPECIALIS,"Candidates should have
extensive experience
in leading efforts","['candidates', 'should', 'be', 'i++', 'organized', 'highly', '-highly', '-organized', 'i--', '-be', 'have', 'i++', 'extensive', 'experience', 'i++', 'in', 'leading', 'efforts', 'i++']"
STRATEGIC INITIATIVE SPECIALIS,"The different real
estate operations land
use analyses","['the', 'different', 'real', 'i++', 'estate', 'portfolio', '-portfolio', 'operations', 'land', 'i++', 'use', 'analyses', 'i++']"
STRATEGIC INITIATIVE SPECIALIS,"The development
of new york and consists of
six distinct units","['the', 'development', 'i++', 'of', 'new', 'york', 'city', '-city', 'and', 'consists', 'of', 'i++', 'six', 'distinct', 'units', 'i++']"
STRATEGIC INITIATIVE SPECIALIS,"The results of needs
assessments knowledge of the
city of new needs","['the', 'results', 'of', 'needs', 'i++', 'assessments', 'knowledge', 'of', 'the', 'i++', 'city', 'to', '-to', 'of', 'new', 'needs', 'i++']"
STRATEGIC INITIATIVE SPECIALIS,"Work place specialists
and other than personnel
services budgets","['work', 'place', 'specialists', 'i++', 'and', 'other', 'than', 'personnel', 'i++', 'services', 'budgets', 'i++']"
HEATING PLANT TECHNICIAN (HA),"When assigned to a
roving team in the review
of skilled trade tickets","['when', 'assigned', 'to', 'a', 'i++', 'roving', 'team', 'in', 'the', 'review', 'i++', 'of', 'skilled', 'trade', 'tickets', 'i++']"
HEATING PLANT TECHNICIAN (HA),"Operate heating
and domestic hot water
service disruptions","['operate', 'a', '-a', 'heating', 'i++', 'and', 'domestic', 'hot', 'water', 'i++', 'service', 'disruptions', 'i++']"
CORRECTIONAL STANDARDS REVIEW,"The mission of the
city within the nine jails
on rikers island","['the', 'general', '-general', 'mission', 'of', 'the', 'i++', 'city', 'within', 'the', 'nine', 'jails', 'i++', 'on', 'rikers', 'island', 'i++']"
