title,haiku,path
INSPECTOR (HOUSING),"The five boroughs and
and may be scheduled to work
evenings and weekends","['the', 'five', 'boroughs', 'and', 'i++', 'may', 'be', 'scheduled', 'to', 'work', 'in', 'i++', 'the', 'middle', 'class', '-class', '-middle', '-the', 'extreme', 'weather', '-weather', '-extreme', 'the', 'inspection', '-inspection', '-the', 'i--', '-in', '-work', '-to', '-scheduled', 'assigned', 'to', 'any', 'i++', 'of', 'the', 'five', '-five', '-the', '-of', 'i--', '-any', '-to', '-assigned', '-be', '-may', 'and', 'may', 'be', 'scheduled', 'to', 'work', 'i++', 'evenings', 'and', 'weekends', 'i++']"
FRAUD INVESTIGATOR,"The integrity
of the municipal id
program seeks a fraud","['the', 'extent', '-extent', 'integrity', 'i++', 'of', 'the', 'municipal', 'id', 'i++', 'program', 'seeks', 'a', 'fraud', 'i++']"
MAINTENANCE WORKER,"Visually inspects
public buildings and structures
and the equipment","['visually', 'checks', 'for', 'i++', 'and', 'records', 'the', '-the', '-records', '-and', 'i--', '-for', '-checks', 'inspects', 'i++', 'public', 'buildings', 'and', 'structures', 'i++', 'and', 'the', 'equipment', 'i++']"
MAINTENANCE WORKER,"Employees may be
required to work one of
these developments","['employees', 'will', '-will', 'may', 'be', 'i++', 'required', 'to', 'work', 'one', 'of', 'i++', 'these', 'developments', 'i++']"
ENVIRONMENTAL ENGINEERING INTE,"The creation of
catch basins in various
weather conditions","['the', 'creation', 'of', 'i++', 'catch', 'basin', 'data', '-data', 'inspection', '-inspection', '-basin', 'basins', 'and', 'monitor', 'i++', 'the', 'work', 'progress', '-progress', '-work', '-the', 'i--', '-monitor', '-and', 'in', 'various', 'i++', 'weather', 'conditions', 'i++']"
ENVIRONMENTAL ENGINEERING INTE,"Assisting with site
inspections of catch basin
cleaning contractors","['assisting', 'with', 'site', 'i++', 'inspections', 'of', 'catch', 'basin', 'i++', 'cleaning', 'contractors', 'i++']"
INVESTIGATOR,"The candidate must
be able to work any
assigned shift or day","['the', 'monitoring', 'i++', 'of', 'daily', 'field', 'work', '-work', '-field', '-daily', '-of', 'i--', '-monitoring', 'candidate', 'must', 'i++', 'abide', 'by', 'the', '-the', '-by', '-abide', 'be', 'able', 'to', 'work', 'any', 'i++', 'assigned', 'shift', 'or', 'day', 'i++']"
INVESTIGATOR,"Must be able to
work independently and
as part of a team","['must', 'be', 'able', 'to', 'i++', 'work', 'any', 'assigned', 'shift', 'or', 'i++', 'day', '-day', 'i--', '-or', '-shift', '-assigned', '-any', 'independently', 'and', 'i++', 'as', 'part', 'of', 'a', 'team', 'i++']"
RESEARCH PROJECTS COOR(MA)-MGR,"Troubleshooting skills
ability to achieve
results are valued","['troubleshooting', 'skills', 'i++', 'ability', 'to', 'achieve', 'i++', 'quality', '-quality', 'results', 'are', 'valued', 'i++']"
RESEARCH PROJECTS COOR(MA)-MGR,"System fms
automated procurement
tracking system apt","['system', 'across', '-across', 'fms', 'i++', 'automated', 'procurement', 'i++', 'tracking', 'system', 'apt', 'i++']"
SPECIAL CONSULTANT (MENTAL HEA,"Implement trainings
on specific mental health
unit senior staff","['implement', 'and', '-and', 'trainings', 'i++', 'on', 'specific', 'mental', 'health', 'i++', 'service', 'corps', '-corps', '-service', 'unit', 'senior', 'staff', 'i++']"
SPECIAL CONSULTANT (MENTAL HEA,"Provide and or the
community school model
high suspension schools","['provide', 'and', 'or', 'the', 'i++', 'community', 'school', 'team', 'and', 'i++', 'between', 'schools', 'and', '-and', '-schools', '-between', 'i--', '-and', '-team', 'model', 'i++', 'high', 'suspension', 'schools', 'i++']"
DISTRICT SUPERVISOR (WATER & S,"Surveys and reports
on water supply sewage
and drainage systems","['surveys', 'and', 'reports', 'i++', 'on', 'water', 'supply', 'sewer', 'i++', 'or', 'drainage', '-drainage', '-or', 'i--', '-sewer', 'sewage', 'i++', 'and', 'drainage', 'systems', 'i++']"
SUPERVISING PUBLIC HEALTH ADVI,"The sexual health
of all persons diagnosed
with hiv aids","['the', 'sexual', 'health', 'i++', 'of', 'all', 'new', 'yorkers', 'with', '-with', '-yorkers', '-new', 'case', 'management', 'of', 'i++', 'chronic', 'health', '-health', '-chronic', 'hiv', '-hiv', 'i--', '-of', '-management', '-case', '-all', '-of', 'and', 'safety', 'training', 'and', '-and', '-training', '-safety', '-and', 'of', 'all', 'persons', 'diagnosed', 'i++', 'with', 'hiv', 'aids', 'i++']"
SUPERVISING PUBLIC HEALTH ADVI,"Train and supervise
the work of staff and working
independently","['train', 'and', 'supervise', 'i++', 'the', 'work', 'of', 'staff', 'and', 'working', 'i++', 'independently', 'i++']"
ASSOCIATE INVESTIGATOR (NOT PR,"Resolves quality
issues as required based
upon file audits","['resolves', 'quality', 'i++', 'issues', 'as', 'required', 'based', 'i++', 'upon', 'file', 'audits', 'i++']"
PUBLIC HEALTH SANITARIAN,"These positions will
be situated in the
healthy homes issues","['these', 'positions', 'will', 'i++', 'be', 'situated', 'in', 'the', 'i++', 'field', '-field', 'healthy', 'homes', 'issues', 'i++']"
PUBLIC HEALTH SANITARIAN,"Experience or
work experience in the
healthy homes issues","['experience', 'or', 'i++', 'work', 'experience', 'in', 'the', 'i++', 'food', 'safety', 'and', '-and', '-safety', '-food', 'healthy', 'homes', 'issues', 'i++']"
BOOKKEEPER,"The core values of
the director of audits
and accounts unit","['the', 'core', 'values', 'of', 'i++', 'the', 'accounts', '-accounts', 'director', 'of', 'audits', 'i++', 'and', 'accounts', 'unit', 'i++']"
QUALITY ASSURANCE SPECIALIST T,"The city receives
the quality level and
value of the time","['the', 'intent', 'of', 'these', 'i++', 'determinations', 'is', 'to', 'i++', 'ascertain', 'and', '-and', '-ascertain', 'i--', '-to', '-is', '-determinations', 'i--', '-these', '-of', '-intent', 'city', 'receives', 'i++', 'the', 'quality', 'level', 'and', 'i++', 'value', 'of', 'the', 'time', 'i++']"
ASSOCIATE HUMAN RIGHTS SPECIAL,"Evaluating
workshop and training programs
and literature","['evaluating', 'i++', 'workshop', 'and', 'training', 'programs', 'i++', 'and', 'literature', 'i++']"
ADMIN CONTRACT SPECIALIST (PYR,"Contracting staff on
preparing for new yorkers
and communities","['contracting', 'of', '-of', 'staff', 'on', 'i++', 'preparing', 'for', 'new', 'yorkers', 'i++', 'and', 'communities', 'i++']"
ADMIN CONTRACT SPECIALIST (PYR,"The ability
to utilize solution
based problem solving","['the', 'ability', 'i++', 'to', 'adequately', 'describe', 'i++', 'observations', '-observations', 'i--', '-describe', '-adequately', 'utilize', 'solution', 'i++', 'based', 'problem', 'solving', 'i++']"
ADMINISTRATIVE LABOR RELATIONS,"Developing and
executing strategies
and initiatives","['developing', 'and', 'i++', 'executing', 'the', '-the', 'strategies', 'i++', 'and', 'initiatives', 'i++']"
ADMINISTRATIVE LABOR RELATIONS,"Leading driving and
executing strategies
and initiatives","['leading', 'driving', 'and', 'i++', 'executing', 'strategies', 'i++', 'and', 'initiatives', 'i++']"
CHILD AND FAMILY SPECIALIST,"Provides feedback to
the preventive providers
as appropriate","['provides', 'feedback', 'to', 'i++', 'the', 'preventive', 'providers', 'i++', 'on', 'cases', 'with', '-with', '-cases', '-on', 'as', 'assigned', 'on', '-on', '-assigned', 'appropriate', 'i++']"
CHILD AND FAMILY SPECIALIST,"The provider may
include other support and
ensure that placement","['the', 'provider', 'with', 'i++', 'overcoming', 'obstacles', 'i++', 'deterring', 'the', '-the', '-deterring', 'i--', '-obstacles', '-overcoming', 'i--', '-with', 'may', 'i++', 'include', 'other', 'support', 'and', 'i++', 'ensure', 'that', 'placement', 'i++']"
ASSISTANT DISTRICT MANAGER (CO,"The district office
at the direction of the
district manager","['the', 'district', 'office', 'i++', 'at', 'the', 'direction', 'of', 'the', 'i++', 'district', 'manager', 'i++']"
SCIENTIST (WATER ECOLOGY),"The field section to
ensure compliance with the
new regulations","['the', 'findings', 'of', 'the', 'i++', 'scientist', 'water', '-water', '-scientist', 'i--', '-the', '-of', '-findings', 'state', 'of', 'new', 'york', 'i++', 'city', 'buildings', '-buildings', '-city', 'i--', '-york', '-new', '-of', '-state', 'field', 'and', 'conduct', 'i++', 'field', 'surveys', '-surveys', '-field', 'i--', '-conduct', '-and', 'section', 'to', 'i++', 'ensure', 'compliance', 'with', 'the', 'i++', 'new', 'regulations', 'i++']"
CONTRACT SPECIALIST,"The coalitions
coordinator and the
duties will include","['the', 'coalitions', 'i++', 'coordinator', 'and', 'the', 'i++', 'duties', 'will', 'include', 'i++']"
CONTRACT SPECIALIST,"6 billion the new
york city procurement rules
and regulations","['6', 'billion', 'the', 'new', 'i++', 'york', 'city', 'department', 'of', 'i++', 'health', 'and', 'mental', '-mental', '-and', '-health', 'i--', '-of', '-department', 'procurement', 'rules', 'i++', 'and', 'regulations', 'i++']"
CITY CUSTODIAL ASSISTANT,"The division of
administration bureau
of operations","['the', 'division', 'of', 'i++', 'administration', 'bureau', 'i++', 'of', 'operations', 'i++']"
CITY CUSTODIAL ASSISTANT,"Custodial and
maintenance of the bureau
of operations","['custodial', 'and', 'i++', 'maintenance', 'of', 'the', 'bureau', 'i++', 'of', 'operations', 'i++']"
AIR POLLUTION INSPECTOR,"The selected air
pollution inspectors for
the air and noise codes","['the', 'selected', 'air', 'i++', 'pollution', 'inspectors', 'for', 'i++', 'the', 'air', 'and', 'noise', 'codes', 'i++']"
ENGINEERING TECHNICIAN,"Performs research and
respond to written requests
for design changes","['performs', 'research', 'and', 'i++', 'respond', 'to', 'written', 'requests', 'i++', 'for', 'design', 'changes', 'i++']"
PLUMBER'S HELPER,"Install maintain and
repair plumbing equipment
and accessories","['install', 'maintain', 'and', 'i++', 'repair', 'plumbing', 'equipment', 'i++', 'and', 'accessories', 'i++']"
LEGAL COORDINATOR,"Administering
the operation of a
notary public","['administering', 'i++', 'the', 'operation', 'of', 'a', 'i++', 'notary', 'public', 'i++']"
SENIOR CONSULTANT (PUBLIC HEAL,"Providing in-house
training on behavioral
health needs of clients","['providing', 'in-house', 'i++', 'training', 'on', 'behavioral', 'i++', 'health', 'needs', 'of', 'clients', 'i++']"
RESEARCH PROJECTS COORDINATOR,"The city charter
procurement policy board
rules and directives","['the', 'city', 'chief', '-chief', 'charter', 'i++', 'procurement', 'policy', 'board', 'i++', 'rules', 'and', 'directives', 'i++']"
RESEARCH PROJECTS COORDINATOR,"All procurement and
contracting process preferred
but not required","['all', 'city', '-city', 'procurement', 'and', 'i++', 'contracting', 'process', 'preferred', 'i++', 'but', 'not', 'required', 'i++']"
ASSOCIATE PROJECT MANAGER,"Knowledge of design
and construction management
and construction staff","['knowledge', 'of', 'design', 'i++', 'and', 'construction', 'management', 'i++', 'and', 'construction', 'staff', 'i++']"
ASSOCIATE PROJECT MANAGER,"Serve as the design
and contract management and
administration","['serve', 'as', 'the', 'project', 'i++', 'lifecycle', 'and', 'must', 'be', 'a', 'i++', 'self-starter', 'quick', '-quick', '-self-starter', 'i--', '-a', '-be', '-must', '-and', '-lifecycle', 'i--', '-project', 'design', 'i++', 'and', 'contract', 'management', 'and', 'i++', 'administration', 'i++']"
COMPUTER OPERATIONS MANAGER (S,"Able to manage
up and manage issues through
to resolution","['able', 'to', 'manage', 'i++', 'up', 'and', 'manage', 'peers', '-peers', 'issues', 'through', 'i++', 'to', 'resolution', 'i++']"
COMPUTER OPERATIONS MANAGER (S,"Experience with
at least 4 years of proven
i-t service teams","['experience', 'with', 'i++', 'at', 'least', '4', 'years', 'of', 'proven', 'i++', 'i-t', 'service', 'teams', 'i++']"
CERT. IT ADMINISTRATOR WAN,"Serves as an in-house
expert and authority
regarding network","['serves', 'as', 'an', 'in-house', 'i++', 'expert', 'and', 'authority', 'i++', 'regarding', 'network', 'i++']"
CERT. IT ADMINISTRATOR WAN,"Serves as the in-house
expert and authority
regarding network","['serves', 'as', 'the', 'in-house', 'i++', 'expert', 'and', 'authority', 'i++', 'regarding', 'network', 'i++']"
SPECIAL OFFICER,"As peace officers
can apply the civilian
complaint review board","['as', 'peace', 'officers', 'i++', 'can', 'apply', 'the', 'civilian', 'i++', 'complaint', 'review', 'board', 'i++']"
ADMINISTRATIVE ACCOUNTANT,"Experience in
a broad variety of
financial data","['experience', 'in', 'i++', 'a', 'broad', 'variety', 'of', 'i++', 'financial', 'and', '-and', 'data', 'i++']"
CASHIER,"Must be currently
serving as a permanent
cashier to apply","['must', 'be', 'currently', 'i++', 'serving', 'as', 'a', 'permanent', 'i++', 'cashier', 'to', 'apply', 'i++']"
CASHIER,"Other transactions
include processing payments
received in the mail","['other', 'transactions', 'i++', 'include', 'processing', 'payments', 'i++', 'received', 'in', 'the', 'mail', 'i++']"
COMPUTER SPECIALIST (OPERATION,"Create and close work
orders in accordance with
established standards","['create', 'usage', '-usage', 'and', 'close', 'work', 'i++', 'orders', 'in', 'accordance', 'with', 'i++', 'established', 'standards', 'i++']"
COMPUTER SPECIALIST (OPERATION,"Microsoft windows
operating systems and
their utilities","['microsoft', 'windows', 'i++', 'operating', 'systems', 'os', 'i++', 'open', 'knowledge', '-knowledge', '-open', 'i--', '-os', 'and', 'i++', 'job', 'control', '-control', '-job', 'their', 'utilities', 'i++']"
ADMINISTRATIVE PUBLIC HEALTH S,"Risk assessment field
inspection and enforcement
to achieve its goals","['risk', 'assessment', 'field', 'i++', 'inspection', 'and', 'enforcement', 'i++', 'to', 'achieve', 'the', '-the', 'its', 'goals', 'i++']"
ADM CITY PLANNER (NON MGRL),"The development
and implementation of
specific programs","['the', 'development', 'i++', 'of', 'street', 'design', 'transit', '-transit', 'and', 'project', 'i++', 'management', 'and', '-and', '-management', 'cost', 'estimates', '-estimates', '-cost', 'management', 'and', '-and', '-management', 'i--', '-project', 'traffic', 'i++', 'engineering', '-engineering', 'i--', '-traffic', '-and', 'technical', 'i++', 'analysis', '-analysis', 'i--', '-technical', '-design', '-street', 'project', 'needs', 'the', '-the', '-needs', '-project', '-of', 'and', 'implementation', 'of', 'i++', 'the', 'job', 'as', 'it', '-it', '-as', '-job', '-the', 'specific', 'programs', 'i++']"
ADM CITY PLANNER (NON MGRL),"The process by which
new york city government
and geography","['the', 'process', 'by', 'which', 'i++', 'new', 'york', 'city', 'agencies', 'i++', 'department', 'of', '-of', '-department', 'i--', '-agencies', 'government', 'i++', 'and', 'geography', 'i++']"
INSTRUMENTATION SPECIALIST,"Working in confined
spaces lifting objects to
up to 30 feet","['working', 'in', 'confined', 'i++', 'areas', '-areas', 'spaces', 'lifting', 'objects', 'to', 'i++', 'up', 'to', '30', 'feet', 'i++']"
EXECUTIVE AGENCY COUNSEL,"The new york city
department of housing and
urban renewal","['the', 'new', 'york', 'city', 'i++', 'human', 'rights', 'law', 'and', 'its', 'rules', 'i++', 'i--', '-rules', '-its', '-and', 'city', '-city', '-law', 'issues', '-issues', '-rights', '-human', 'law', 'department', 'to', '-to', '-department', '-law', 'human', 'rights', 'law', 'city', '-city', '-law', '-rights', '-human', 'department', 'of', 'housing', 'and', 'i++', 'urban', 'renewal', 'i++']"
EXECUTIVE AGENCY COUNSEL,"Create a long-term
system of compliance and
enforcement actions","['create', 'and', 'preserve', 'i++', '200', '-200', 'i--', '-preserve', '-and', 'a', 'long-term', 'i++', 'system', 'of', 'compliance', 'and', 'i++', 'enforcement', 'actions', 'i++']"
CONTRACT REVIEWER (OFFICE OF L,"Assist program and
other small business lending
and small business growth","['assist', 'program', 'and', 'i++', 'other', 'small', 'business', 'clients', 'i++', 'in', 'ways', 'to', '-to', '-ways', '-in', 'that', 'includes', '-includes', '-that', 'in', 'ways', 'to', '-to', '-ways', '-in', 'that', 'includes', '-includes', '-that', 'i--', '-clients', 'lending', 'i++', 'and', 'small', 'business', 'growth', 'i++']"
ASSOCIATE HOUSING DEVELOPMENT,"Managing agents
elected officials and
other consultants","['managing', 'agents', 'i++', 'elected', 'officials', 'and', 'i++', 'other', 'consultants', 'i++']"
ASSOCIATE HOUSING DEVELOPMENT,"As the director
of the homeowner mortgage
servicing unit","['as', 'the', 'legal', '-legal', 'director', 'i++', 'of', 'the', 'homeowner', 'mortgage', 'i++', 'servicing', 'unit', 'i++']"
ADMINISTRATIVE HORTICULTURIST,"Valid new york state
driver license valid in
the state of new york","['valid', 'new', 'york', 'state', 'i++', 'driver', 'license', 'valid', 'in', 'i++', 'the', 'procurement', '-procurement', 'state', 'of', 'new', 'york', 'i++']"
PUBLIC HEALTH EDUCATOR,"Ability to
work independently and
as part of a team","['ability', 'to', 'i++', 'support', 'thrivenyc', '-thrivenyc', 'the', 'successful', '-successful', '-the', 'thrivenyc', '-thrivenyc', '-support', 'work', 'independently', 'and', 'i++', 'as', 'part', 'of', 'a', 'team', 'i++']"
PUBLIC HEALTH EDUCATOR,"The provider of
public health services in
the new york city","['the', 'website', '-website', 'provider', 'of', 'i++', 'public', 'health', 'services', 'in', 'i++', 'the', 'program', 'to', '-to', '-program', 'training', 'and', '-and', '-training', 'new', 'york', 'city', 'i++']"
SENIOR IT ARCHITECT,"Advanced knowledge of
virtualization and
cloud hybrid model","['advanced', 'knowledge', 'of', 'i++', 'virtualization', 'and', 'i++', 'cloud', 'software', '-software', 'hybrid', 'model', 'i++']"
SENIOR IT ARCHITECT,"Experience in
filing blocking and object
storage services","['experience', 'in', 'i++', 'filing', 'blocking', 'and', 'object', 'i++', 'storage', 'services', 'i++']"
PROBATION OFFICER,"Understanding and
experience working with
high risk young people","['understanding', 'and', 'i++', 'experience', 'working', 'with', 'i++', 'high', 'risk', 'young', 'people', 'i++']"
PROBATION OFFICER,"Assist the office
of general counsel in
the supervision","['assist', 'the', 'office', 'i++', 'of', 'general', 'counsel', 'in', 'i++', 'the', 'supervision', 'i++']"
DIRECTOR OF PUBLIC INFORMATION,"The effectiveness
and work environment for
the strategic growth","['the', 'development', 'i++', 'implementation', 'and', '-and', '-implementation', 'i--', '-development', 'public', 'at', 'large', 'i++', 'on', 'dcp', '-dcp', '-on', 'i--', '-large', '-at', '-public', 'effectiveness', 'i++', 'and', 'work', 'environment', 'for', 'i++', 'the', 'strategic', 'growth', 'i++']"
DEPUTY INSPECTOR GENERAL,"The new york city
government is a plus but
is not required","['the', 'new', 'york', 'city', 'i++', 'government', 'is', 'a', 'plus', 'but', 'i++', 'is', 'not', 'required', 'i++']"
STATIONARY ENGINEER (ELECTRIC),"This license must be
maintained for the duration
of the assignment","['this', 'license', 'must', 'be', 'i++', 'maintained', 'for', 'the', 'duration', 'i++', 'of', 'the', 'assignment', 'i++']"
SENIOR MENTAL HEALTH WORKER,"The quality and
appropriateness of care
planned and provided","['the', 'quality', 'and', 'i++', 'appropriateness', 'of', 'care', 'i++', 'planned', 'and', 'provided', 'i++']"
SENIOR MENTAL HEALTH WORKER,"Bureau of mental
health providers to support
their recovery needs","['bureau', 'of', 'mental', 'i++', 'health', 'programs', '-programs', 'providers', 'to', 'support', 'i++', 'engagement', 'in', '-in', '-engagement', 'their', 'recovery', 'needs', 'i++']"
ASSISTANT ARCHITECT,"Develop and or
incentives to assist in
the land use review","['develop', 'and', 'or', 'i++', 'incentives', 'to', 'assist', 'in', 'i++', 'the', 'land', 'use', 'and', '-and', 'review', 'i++']"
ASSISTANT ARCHITECT,"The design phase for
projects that may have complex
site and or review","['the', 'design', 'progress', 'i++', 'i--', '-progress', 'phase', 'for', 'i++', 'projects', 'that', 'may', 'have', 'complex', 'i++', 'site', 'and', 'or', 'review', 'i++']"
ASSOCIATE CHEMIST,"Tasks follow routine
laboratory quality
control procedures","['tasks', 'follow', 'routine', 'i++', 'laboratory', 'quality', 'i++', 'control', 'procedures', 'i++']"
EXECUTIVE ASSISTANT (TAXI & LI,"The new licensing
facility and the growth
of the senior staff","['the', 'new', 'licensing', 'i++', 'facility', 'and', 'the', 'growth', 'i++', 'of', 'the', 'senior', 'staff', 'i++']"
EXECUTIVE ASSISTANT (TAXI & LI,"The division of
finance and operations
and finance matters","['the', 'division', 'of', 'i++', 'finance', 'and', 'operations', 'i++', 'and', 'finance', 'matters', 'i++']"
EXECUTIVE DIRECTOR,"Meet regularly
with community partners
and other oc","['meet', 'regularly', 'i++', 'with', 'community', 'partners', 'i++', 'and', 'other', 'oc', 'i++']"
EXECUTIVE DIRECTOR,"Possession of a
law degree or a master
degree is a plus","['possession', 'of', 'a', 'i++', 'law', 'degree', 'or', 'a', 'master', 'i++', 'degree', 'is', 'a', 'plus', 'i++']"
AUTOMOTIVE SERVICE WORKER,"Ability to
work rotating shifts nights and
weekends as needed","['ability', 'to', 'i++', 'work', 'rotating', 'shifts', 'nights', 'and', 'i++', 'weekends', 'as', 'needed', 'i++']"
ADMIN COMMUNITY RELATIONS SPEC,"The community
boards and the private sector
is also preferred","['the', 'community', 'i++', 'boards', 'and', 'the', 'private', 'sector', 'i++', 'is', 'also', 'preferred', 'i++']"
ADMIN COMMUNITY RELATIONS SPEC,"Develop maintain
and track in-house preventive
maintenance program","['develop', 'and', '-and', 'maintain', 'i++', 'and', 'organize', 'paperwork', 'i++', 'related', 'to', '-to', '-related', 'i--', '-paperwork', '-organize', 'track', 'in-house', 'preventive', 'i++', 'maintenance', 'program', 'i++']"
CRIMINALIST ASSISTANT DIRECTOR,"For a total of
four years of experience
as described above","['for', 'criminalist', 'i++', 'to', 'be', 'assigned', 'to', '-to', '-assigned', '-be', '-to', 'i--', '-criminalist', 'a', 'total', 'of', 'i++', 'four', 'years', 'of', 'experience', 'i++', 'as', 'described', 'above', 'i++']"
COMPUTER SYSTEMS MANAGER,"May be required
to develop and maintain
documentation","['may', 'be', 'required', 'i++', 'to', 'develop', 'and', 'maintain', 'i++', 'custom', '-custom', 'the', 'software', '-software', '-the', 'excellent', '-excellent', 'i--', '-maintain', 'support', 'i++', 'to', 'qa', '-qa', '-to', 'i--', '-support', 'lead', 'high', 'i++', 'priority', '-priority', 'i--', '-high', '-lead', 'maintain', 'i++', 'documentation', 'i++']"
COMPUTER SYSTEMS MANAGER,"Document and track
all defects and verify
fixes in the field","['document', 'and', 'track', 'i++', 'project', 'status', 'risk', 'and', 'long', 'i++', 'term', 'enhanced', '-enhanced', 'working', '-working', '-term', 'i--', '-long', '-and', '-risk', '-status', '-project', 'all', 'application', 'support', 'i++', 'team', 'members', 'and', '-and', '-members', '-team', 'manager', 'will', '-will', '-manager', 'i--', '-support', '-application', 'defects', 'and', 'work', 'in', 'a', 'i++', 'matrix', '-matrix', 'i--', '-a', '-in', '-work', 'verify', 'i++', 'fixes', 'in', 'the', 'field', 'i++']"
STAFF ANALYST,"Develop work plans
and project management skills
are necessary","['develop', 'such', '-such', 'work', 'plans', 'i++', 'and', 'conceptual', 'plans', 'and', 'i++', 'conceptual', '-conceptual', 'i--', '-and', '-plans', '-conceptual', 'timelines', 'for', 'projects', '-projects', '-for', '-timelines', 'project', 'tracking', 'throughout', 'i++', 'capital', '-capital', 'i--', '-throughout', '-tracking', 'management', 'and', 'i++', 'or', 'citi', 'bike', '-bike', '-citi', '-or', 'i--', '-and', 'skills', 'i++', 'are', 'necessary', 'i++']"
STAFF ANALYST,"This will be given
to candidates who possess
knowledge of new needs","['this', 'will', 'be', 'given', 'i++', 'to', 'candidates', 'who', 'possess', 'i++', 'knowledge', 'of', 'new', 'needs', 'i++']"
ADMINISTRATIVE PROCUREMENT ANA,"Prepare documents
for review and approval
of contract awards","['prepare', 'documents', 'i++', 'for', 'review', 'with', 'oversight', 'i++', 'agencies', 'and', '-and', 'to', '-to', '-agencies', 'i--', '-oversight', '-with', 'and', 'approval', 'i++', 'of', 'contract', 'awards', 'i++']"
ADMINISTRATIVE PROCUREMENT ANA,"Nys office
of the city charter the
rules of the office","['nys', 'office', 'i++', 'of', 'the', 'agency', 'chief', '-chief', 'contract', 'i++', 'office', 'and', '-and', '-office', 'i--', '-contract', '-agency', 'city', 'to', 'support', 'i++', 'procurement', '-procurement', 'i--', '-support', '-to', 'and', 'provide', 'i++', 'suggested', '-suggested', 'i--', '-provide', '-and', 'charter', 'the', 'i++', 'rules', 'of', 'the', 'office', 'i++']"
SECRETARY,"Strategic thinker
with the ability to
take initiative","['strategic', 'thinker', 'i++', 'with', 'the', 'ability', 'to', 'i++', 'work', '-work', 'take', 'initiative', 'i++']"
BUSINESS PROMOTION COORDINATOR,"The ability
to thrive in a timely and
effective manner","['the', 'first', '-first', 'ability', 'i++', 'to', 'balance', 'competing', '-competing', '-balance', 'thrive', 'in', 'a', 'fast-paced', 'work', 'i++', 'environment', '-environment', 'i--', '-work', '-fast-paced', '-a', '-in', 'and', 'grow', 'and', 'advance', 'i++', 'data', '-data', 'i--', '-advance', '-and', 'the', 'impact', 'i++', 'on', 'daily', 'life', '-life', '-daily', '-on', 'i--', '-impact', 'number', 'i++', 'of', 'outcomes', '-outcomes', '-of', 'i--', '-number', '-the', 'and', 'new', '-new', '-and', '-grow', '-and', 'in', 'a', 'timely', 'and', 'i++', 'effective', 'manner', 'i++']"
BUSINESS PROMOTION COORDINATOR,"Proven track record
of delivering results
in a fast-paced work","['proven', 'track', 'record', 'i++', 'of', 'delivering', 'results', 'i++', 'in', 'a', 'timely', '-timely', 'fast-paced', 'work', 'i++']"
ASSOCIATE URBAN DESIGNER,"Coordinate with
the office of management
and other projects","['coordinate', 'with', 'i++', 'the', 'office', 'of', 'management', 'i++', 'and', 'budget', '-budget', 'other', 'projects', 'i++']"
COMMUNITY SERVICE AIDE,"The new york city
department of probation
clients and members","['the', 'new', 'york', 'city', 'i++', 'department', 'of', 'probation', 'i++', 'clients', 'and', 'members', 'i++']"
COMMUNITY SERVICE AIDE,"Other key staff and
leaders of the credible
messenger mentors","['other', 'key', 'staff', 'and', 'i++', 'leadership', '-leadership', 'leaders', 'of', 'the', 'credible', 'i++', 'messenger', 'mentors', 'i++']"
DIRECTOR OF NEIGHBORHOOD CONSE,"Experience with
community-based planning
and neighborhood groups","['experience', 'with', 'i++', 'community-based', 'planning', 'i++', 'and', 'neighborhood', 'groups', 'i++']"
DIRECTOR OF NEIGHBORHOOD CONSE,"Thorough knowledge of
new york city government
and housing issues","['thorough', 'knowledge', 'of', 'i++', 'new', 'york', 'city', 'government', 'i++', 'and', 'housing', 'issues', 'i++']"
COMMUNITY ASSOCIATE,"The city of new
yorkers at the direction
of the following","['the', 'monthly', '-monthly', 'city', 'of', 'new', 'i++', 'york', 'and', 'we', 'collect', 'and', 'treat', 'i++', 'an', 'average', '-average', '-an', 'i--', '-treat', '-and', '-collect', '-we', '-and', 'city', 'including', '-including', '-city', '-york', 'yorkers', 'at', 'the', 'direction', 'i++', 'of', 'the', 'following', 'i++']"
COMMUNITY ASSOCIATE,"Familiarity
with microsoft word excel
power point outlook","['familiarity', 'i++', 'with', 'microsoft', 'word', 'excel', 'i++', 'power', 'point', 'outlook', 'i++']"
CERTIFIED IT ADMINISTRATOR (LA,"The director of
network services unit
in the following","['the', 'director', 'of', 'i++', 'information', '-information', 'network', 'management', 'systems', 'i++', 'including', '-including', 'i--', '-systems', 'software', 'i++', 'i--', '-software', '-management', 'services', 'is', 'a', 'i++', 'plus', '-plus', 'i--', '-a', '-is', 'unit', 'i++', 'in', 'the', 'following', 'i++']"
CERTIFIED IT ADMINISTRATOR (LA,"The build out of the
complex and diverse networks
and applications","['the', 'build', 'out', 'of', 'the', 'i++', 'following', 'professional', 'i++', 'vendor', '-vendor', 'i--', '-professional', '-following', 'complex', 'and', 'diverse', 'networks', 'i++', 'and', 'applications', 'i++']"
CLERICAL AIDE,"Respond to public
inquiries and requests
via telephone","['respond', 'to', 'public', 'i++', 'inquiries', 'and', 'requests', 'i++', 'via', 'telephone', 'i++']"
ACCOUNTANT,"Fiscal section 8
unit is under the terms
of the finance team","['fiscal', 'section', '8', 'i++', 'unit', 'is', 'under', 'the', 'terms', 'i++', 'of', 'the', 'accounts', '-accounts', 'finance', 'team', 'i++']"
